V1,name,rank,seed,V1,name,rank,seed,V1,name,rank,seed,V1,name,rank,seed,V1,name,rank,seed,V1,name,rank,seed
3.0445150783317267e-4,nuclear import,59,1,9.5762127512014e-5,positive regulation of glucose import,59,2,8.526398866297618e-5,positive regulation of myeloid cell differentiation,59,3,1.164583237194739e-4,regulation of substrate adhesion-dependent cell spreading,59,4,1.0098247524156168e-4,peptidyl-tyrosine autophosphorylation,59,5,9.77084313936775e-5,regulation of phosphatidylinositol 3-kinase activity,59,6
3.0445150783317267e-4,protein localization to nucleus,60,1,9.5762127512014e-5,regulation of phosphatidylinositol 3-kinase activity,60,2,8.526398866297618e-5,regulation of erythrocyte differentiation,60,3,1.093601532184165e-4,positive regulation of phospholipase C activity,60,4,9.650662903596253e-5,cellular response to vascular endothelial growth factor stimulus,60,5,8.230989630900885e-5,positive regulation of myeloid cell differentiation,60,6
3.0445150783317267e-4,RNA export from nucleus,61,1,8.743006162274153e-5,positive regulation of myeloid cell differentiation,61,2,7.580689623281463e-5,regulation of translation,61,3,1.0815746516269637e-4,polyol metabolic process,61,4,9.53531632829609e-5,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",61,5,8.230989630900885e-5,regulation of erythrocyte differentiation,61,6
2.876140720450384e-4,cellular response to vascular endothelial growth factor stimulus,62,1,8.743006162274153e-5,regulation of erythrocyte differentiation,62,2,7.1834732137876e-5,protein import,62,3,1.0565583671776234e-4,peptidyl-tyrosine autophosphorylation,62,4,8.257649482518934e-5,positive regulation of myeloid cell differentiation,62,5,7.181717828091166e-5,protein import,62,6
2.6437628084809454e-4,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",63,1,6.495033863511102e-5,protein import,63,2,7.1834732137876e-5,establishment of protein localization to organelle,63,3,9.685520406628838e-5,positive regulation of glucose import in response to insulin stimulus,63,4,8.257649482518934e-5,regulation of erythrocyte differentiation,63,5,7.181717828091166e-5,establishment of protein localization to organelle,63,6
2.6415795672654277e-4,positive regulation of actin nucleation,64,1,6.495033863511102e-5,establishment of protein localization to organelle,64,2,7.1834732137876e-5,nuclear import,64,3,9.685520406628838e-5,regulation of glucose import in response to insulin stimulus,64,4,6.689535713630507e-5,protein import,64,5,7.181717828091166e-5,nuclear import,64,6
2.6415795672654277e-4,actin polymerization or depolymerization,65,1,6.495033863511102e-5,nuclear import,65,2,7.1834732137876e-5,protein localization to nucleus,65,3,9.685520406628838e-5,positive regulation of cellular response to insulin stimulus,65,4,6.689535713630507e-5,establishment of protein localization to organelle,65,5,7.181717828091166e-5,protein localization to nucleus,65,6
2.6303605508228825e-4,positive regulation of glucose import in response to insulin stimulus,66,1,6.495033863511102e-5,protein localization to nucleus,66,2,7.1834732137876e-5,RNA export from nucleus,66,3,9.685520406628838e-5,positive regulation of glucose import,66,4,6.689535713630507e-5,nuclear import,66,5,7.181717828091166e-5,RNA export from nucleus,66,6
2.6303605508228825e-4,regulation of glucose import in response to insulin stimulus,67,1,6.495033863511102e-5,RNA export from nucleus,67,2,6.468825344199463e-5,response to purine-containing compound,67,3,9.685520406628838e-5,regulation of phosphatidylinositol 3-kinase activity,67,4,6.689535713630507e-5,protein localization to nucleus,67,5,6.442050250089801e-5,response to purine-containing compound,67,6
2.6303605508228825e-4,positive regulation of cellular response to insulin stimulus,68,1,6.442375763699772e-5,response to purine-containing compound,68,2,6.468825344199463e-5,response to organophosphorus,68,3,6.73935138220974e-5,protein import,68,4,6.689535713630507e-5,RNA export from nucleus,68,5,6.442050250089801e-5,response to organophosphorus,68,6
2.6303605508228825e-4,positive regulation of glucose import,69,1,6.442375763699772e-5,response to organophosphorus,69,2,6.468825344199463e-5,cellular response to hormone stimulus,69,3,6.73935138220974e-5,establishment of protein localization to organelle,69,4,6.43963398668061e-5,response to purine-containing compound,69,5,6.442050250089801e-5,cellular response to hormone stimulus,69,6
2.6303605508228825e-4,regulation of phosphatidylinositol 3-kinase activity,70,1,6.442375763699772e-5,cellular response to hormone stimulus,70,2,6.468825344199463e-5,response to molecule of bacterial origin,70,3,6.73935138220974e-5,nuclear import,70,4,6.43963398668061e-5,response to organophosphorus,70,5,6.442050250089801e-5,response to molecule of bacterial origin,70,6
2.3078673554999585e-4,response to purine-containing compound,71,1,6.442375763699772e-5,response to molecule of bacterial origin,71,2,6.468825344199463e-5,positive regulation of developmental process,71,3,6.73935138220974e-5,protein localization to nucleus,71,4,6.43963398668061e-5,cellular response to hormone stimulus,71,5,6.442050250089801e-5,positive regulation of developmental process,71,6
2.3078673554999585e-4,response to organophosphorus,72,1,6.442375763699772e-5,positive regulation of developmental process,72,2,6.33256497382337e-5,cellular response to vascular endothelial growth factor stimulus,72,3,6.73935138220974e-5,RNA export from nucleus,72,4,6.43963398668061e-5,response to molecule of bacterial origin,72,5,6.0731611552019323e-5,cellular response to vascular endothelial growth factor stimulus,72,6
2.3078673554999585e-4,cellular response to hormone stimulus,73,1,6.241154605009999e-5,cellular response to vascular endothelial growth factor stimulus,73,2,5.7415067831643526e-5,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",73,3,5.73736020052609e-5,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",73,4,6.43963398668061e-5,positive regulation of developmental process,73,5,5.7308417843028394e-5,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",73,6
2.3078673554999585e-4,response to molecule of bacterial origin,74,1,5.547527970173281e-5,positive regulation of actin nucleation,74,2,5.641631118674164e-5,positive regulation of actin nucleation,74,3,5.54834327786453e-5,positive regulation of actin nucleation,74,4,5.624774413053393e-5,positive regulation of actin nucleation,74,5,5.661312055672607e-5,positive regulation of actin nucleation,74,6
2.3078673554999585e-4,positive regulation of developmental process,75,1,5.547527970173281e-5,actin polymerization or depolymerization,75,2,5.641631118674164e-5,actin polymerization or depolymerization,75,3,5.54834327786453e-5,actin polymerization or depolymerization,75,4,5.624774413053393e-5,actin polymerization or depolymerization,75,5,5.661312055672607e-5,actin polymerization or depolymerization,75,6
1.8871037657701304e-4,actin cytoskeleton reorganization,76,1,5.40137437080725e-5,actin cytoskeleton reorganization,76,2,5.402329534474037e-5,actin cytoskeleton reorganization,76,3,5.46786242082852e-5,actin cytoskeleton reorganization,76,4,5.588345978679352e-5,actin cytoskeleton reorganization,76,5,5.436148821115265e-5,actin cytoskeleton reorganization,76,6
