V1,name,rank,seed,V1,name,rank,seed,V1,name,rank,seed,V1,name,rank,seed,V1,name,rank,seed
0.0015660845638252785,apelin signaling pathway,50,1,0.0015366599064963505,apelin signaling pathway,50,2,0.0015265179318580977,apelin signaling pathway,50,3,0.0015700665033555772,apelin signaling pathway,50,4,0.0015395454208249107,apelin signaling pathway,50,5
0.0013051675533492454,cellular senescence,51,1,0.001289649673611813,cellular senescence,51,2,0.0012823517644939128,cellular senescence,51,3,0.0013229489588484373,cellular senescence,51,4,0.0012931219415440397,cellular senescence,51,5
0.001279296247398112,choline metabolism in cancer,52,1,0.0012663126653900925,choline metabolism in cancer,52,2,0.0012592864122069015,choline metabolism in cancer,52,3,0.001298916696617103,choline metabolism in cancer,52,4,0.001269859425452792,choline metabolism in cancer,52,5
0.001279296247398112,phospholipase d signaling pathway,53,1,0.0012663126653900925,phospholipase d signaling pathway,53,2,0.0012592864122069015,phospholipase d signaling pathway,53,3,0.001298916696617103,phospholipase d signaling pathway,53,4,0.001269859425452792,phospholipase d signaling pathway,53,5
0.001279296247398112,human cytomegalovirus infection,54,1,0.0012663126653900925,human cytomegalovirus infection,54,2,0.0012592864122069015,human cytomegalovirus infection,54,3,0.001298916696617103,human cytomegalovirus infection,54,4,0.001269859425452792,human cytomegalovirus infection,54,5
0.001279296247398112,herpes simplex virus 1 infection,55,1,0.0012663126653900925,herpes simplex virus 1 infection,55,2,0.0012592864122069015,herpes simplex virus 1 infection,55,3,0.001298916696617103,herpes simplex virus 1 infection,55,4,0.001269859425452792,herpes simplex virus 1 infection,55,5
0.00099448703477914035,axon guidance,56,1,9.811368098557576e-4,axon guidance,56,2,9.759653007005743e-4,axon guidance,56,3,9.785421582268327e-4,axon guidance,56,4,9.83793410648401e-4,axon guidance,56,5
8.77344966754219e-4,cell cycle,57,1,7.984494117101768e-4,circadian rhythm,57,2,7.933211096834588e-4,circadian rhythm,57,3,8.137537596917026e-4,cell cycle,57,4,7.999405269999802e-4,circadian rhythm,57,5
8.08142380099678e-4,circadian rhythm,58,1,7.984494117101768e-4,adipocytokine signaling pathway,58,2,7.933211096834588e-4,adipocytokine signaling pathway,58,3,8.03336399646161e-4,circadian rhythm,58,4,7.999405269999802e-4,adipocytokine signaling pathway,58,5
8.08142380099678e-4,adipocytokine signaling pathway,59,1,7.984494117101768e-4,hypertrophic cardiomyopathy (hcm),59,2,7.933211096834588e-4,hypertrophic cardiomyopathy (hcm),59,3,8.03336399646161e-4,adipocytokine signaling pathway,59,4,7.999405269999802e-4,hypertrophic cardiomyopathy (hcm),59,5
8.08142380099678e-4,hypertrophic cardiomyopathy (hcm),60,1,7.984494117101768e-4,glucagon signaling pathway,60,2,7.933211096834588e-4,glucagon signaling pathway,60,3,8.03336399646161e-4,hypertrophic cardiomyopathy (hcm),60,4,7.999405269999802e-4,glucagon signaling pathway,60,5
8.08142380099678e-4,glucagon signaling pathway,61,1,7.984494117101768e-4,insulin resistance,61,2,7.933211096834588e-4,insulin resistance,61,3,8.03336399646161e-4,glucagon signaling pathway,61,4,7.999405269999802e-4,insulin resistance,61,5
8.08142380099678e-4,insulin resistance,62,1,7.984494117101768e-4,non-alcoholic fatty liver disease (nafld),62,2,7.933211096834588e-4,non-alcoholic fatty liver disease (nafld),62,3,8.03336399646161e-4,insulin resistance,62,4,7.999405269999802e-4,non-alcoholic fatty liver disease (nafld),62,5
8.08142380099678e-4,non-alcoholic fatty liver disease (nafld),63,1,7.984494117101768e-4,oxytocin signaling pathway,63,2,7.933211096834588e-4,oxytocin signaling pathway,63,3,8.03336399646161e-4,non-alcoholic fatty liver disease (nafld),63,4,7.999405269999802e-4,oxytocin signaling pathway,63,5
8.08142380099678e-4,oxytocin signaling pathway,64,1,7.984494117101768e-4,tight junction,64,2,7.933211096834588e-4,tight junction,64,3,8.03336399646161e-4,oxytocin signaling pathway,64,4,7.999405269999802e-4,tight junction,64,5
8.08142380099678e-4,tight junction,65,1,7.902585102449162e-4,cell cycle,65,2,7.813362419995032e-4,cell cycle,65,3,8.03336399646161e-4,tight junction,65,4,7.879383994178043e-4,cell cycle,65,5
7.909881153517835e-4,epstein-barr virus infection,66,1,7.695636970072384e-4,hif-1 signaling pathway,66,2,7.645388664498361e-4,hif-1 signaling pathway,66,3,7.980851563664994e-4,hif-1 signaling pathway,66,4,7.709500421350965e-4,hif-1 signaling pathway,66,5
7.892500319196759e-4,hif-1 signaling pathway,67,1,7.484136148249294e-4,epstein-barr virus infection,67,2,7.363431494121629e-4,epstein-barr virus infection,67,3,7.413197279746694e-4,epstein-barr virus infection,67,4,7.423079490831962e-4,epstein-barr virus infection,67,5
7.683224115189447e-4,viral carcinogenesis,68,1,7.261309565315517e-4,viral carcinogenesis,68,2,7.219379233144312e-4,viral carcinogenesis,68,3,7.267989546139228e-4,viral carcinogenesis,68,4,7.27797118527294e-4,viral carcinogenesis,68,5
7.099224082392002e-4,micrornas in cancer,69,1,7.072614146298339e-4,micrornas in cancer,69,2,7.030803960031818e-4,micrornas in cancer,69,3,7.053471364847616e-4,micrornas in cancer,69,4,7.089657563912416e-4,micrornas in cancer,69,5
5.997000433970448e-4,notch signaling pathway,70,1,5.65775633922806e-4,notch signaling pathway,70,2,5.544567854152366e-4,notch signaling pathway,70,3,5.597872083780882e-4,notch signaling pathway,70,4,5.589549347008553e-4,notch signaling pathway,70,5
4.5052627904210174e-4,viral myocarditis,71,1,4.4588378725877277e-4,viral myocarditis,71,2,4.4376674207856505e-4,viral myocarditis,71,3,4.4488110809630957e-4,viral myocarditis,71,4,4.4726308380616144e-4,viral myocarditis,71,5
1.7565929486458505e-4,adherens junction,72,1,1.6173774973723599e-4,adherens junction,72,2,1.61071238564186e-4,adherens junction,72,3,1.6143844968453003e-4,adherens junction,72,4,1.618669326955641e-4,adherens junction,72,5
1.5874276470447272e-4,rna transport,73,1,9.66171650039256e-5,fluid shear stress and atherosclerosis,73,2,9.634862160885196e-5,fluid shear stress and atherosclerosis,73,3,9.637963169249975e-5,fluid shear stress and atherosclerosis,73,4,9.685370542123698e-5,fluid shear stress and atherosclerosis,73,5
1.0650844396093135e-4,mrna surveillance pathway,74,1,9.66171650039256e-5,protein processing in endoplasmic reticulum,74,2,9.634862160885196e-5,protein processing in endoplasmic reticulum,74,3,9.637963169249975e-5,protein processing in endoplasmic reticulum,74,4,9.685370542123698e-5,protein processing in endoplasmic reticulum,74,5
1.0425058195630158e-4,fluid shear stress and atherosclerosis,75,1,5.847277594696259e-5,rna transport,75,2,8.288533233522756e-5,rna transport,75,3,7.923974466467022e-5,human t-cell leukemia virus 1 infection,75,4,7.956328321215247e-5,rna transport,75,5
1.0425058195630158e-4,protein processing in endoplasmic reticulum,76,1,5.739630630319515e-5,human t-cell leukemia virus 1 infection,76,2,5.770645590657848e-5,nod-like receptor signaling pathway,76,3,7.022507072091685e-5,spliceosome,76,4,5.330924982735971e-5,human t-cell leukemia virus 1 infection,76,5
1.0184337747056745e-4,human t-cell leukemia virus 1 infection,77,1,4.531634962150583e-5,spliceosome,77,2,5.2884830448688525e-5,human t-cell leukemia virus 1 infection,77,3,6.176056330078346e-5,proteasome,77,4,4.550637375569001e-5,spliceosome,77,5
9.37923052301083e-5,spliceosome,78,1,4.470253400362347e-5,mrna surveillance pathway,78,2,4.5552992779584446e-5,spliceosome,78,3,5.924207856782072e-5,rna transport,78,4,4.5359229452436574e-5,mrna surveillance pathway,78,5
5.0573701428378385e-5,pentose phosphate pathway,79,1,4.2876930872348185e-5,nod-like receptor signaling pathway,79,2,4.547137979623223e-5,mrna surveillance pathway,79,3,4.5007729997702414e-5,mrna surveillance pathway,79,4,3.863712073154672e-5,pentose phosphate pathway,79,5
5.0573701428378385e-5,galactose metabolism,80,1,3.86511495064701e-5,pentose phosphate pathway,80,2,3.863374513632516e-5,pentose phosphate pathway,80,3,3.865614921804033e-5,pentose phosphate pathway,80,4,3.863712073154672e-5,galactose metabolism,80,5
5.0573701428378385e-5,starch and sucrose metabolism,81,1,3.86511495064701e-5,galactose metabolism,81,2,3.863374513632516e-5,galactose metabolism,81,3,3.865614921804033e-5,galactose metabolism,81,4,3.863712073154672e-5,starch and sucrose metabolism,81,5
5.0573701428378385e-5,amino sugar and nucleotide sugar metabolism,82,1,3.86511495064701e-5,starch and sucrose metabolism,82,2,3.863374513632516e-5,starch and sucrose metabolism,82,3,3.865614921804033e-5,starch and sucrose metabolism,82,4,3.863712073154672e-5,amino sugar and nucleotide sugar metabolism,82,5
5.0573701428378385e-5,glycolysis / gluconeogenesis,83,1,3.86511495064701e-5,amino sugar and nucleotide sugar metabolism,83,2,3.863374513632516e-5,amino sugar and nucleotide sugar metabolism,83,3,3.865614921804033e-5,amino sugar and nucleotide sugar metabolism,83,4,3.863712073154672e-5,glycolysis / gluconeogenesis,83,5
5.0573701428378385e-5,purine metabolism,84,1,3.86511495064701e-5,glycolysis / gluconeogenesis,84,2,3.863374513632516e-5,glycolysis / gluconeogenesis,84,3,3.865614921804033e-5,glycolysis / gluconeogenesis,84,4,3.863712073154672e-5,purine metabolism,84,5
5.017641346882651e-5,nod-like receptor signaling pathway,85,1,3.86511495064701e-5,purine metabolism,85,2,3.863374513632516e-5,purine metabolism,85,3,3.865614921804033e-5,purine metabolism,85,4,3.635829280575879e-5,proteasome,85,5
4.767507436472434e-5,proteasome,86,1,3.861110643747892e-5,salmonella infection,86,2,3.6349852438818406e-5,proteasome,86,3,3.493892959487358e-5,nod-like receptor signaling pathway,86,4,3.491820096284754e-5,nod-like receptor signaling pathway,86,5
4.615176689493943e-5,dna replication,87,1,3.639721843795569e-5,proteasome,87,2,3.487253251926718e-5,dna replication,87,3,3.489066530910488e-5,dna replication,87,4,3.4870655681634885e-5,dna replication,87,5
4.543671419864557e-5,salmonella infection,88,1,3.4883238323982705e-5,dna replication,88,2,3.475534595439721e-5,salmonella infection,88,3,3.477117547834592e-5,salmonella infection,88,4,3.475606002778321e-5,salmonella infection,88,5
