V1,name,rank,seed,V1,name,rank,seed,V1,name,rank,seed,V1,name,rank,seed
0.00887563822532572,pi3k-akt signaling pathway,13,1,0.008879923588196404,pi3k-akt signaling pathway,13,2,0.008883899367705044,mtor signaling pathway,13,3,0.008877700012031742,mtor signaling pathway,13,4
0.008864176915021203,mtor signaling pathway,14,1,0.008863554939367236,mtor signaling pathway,14,2,0.008883400110222681,pi3k-akt signaling pathway,14,3,0.008875277624555833,pi3k-akt signaling pathway,14,4
0.00868407663028972,human cytomegalovirus infection,15,1,0.008692076043803005,human cytomegalovirus infection,15,2,0.00869446797643812,human cytomegalovirus infection,15,3,0.008686856776565489,human cytomegalovirus infection,15,4
0.008137553976801108,focal adhesion,16,1,0.008145938942113264,vegf signaling pathway,16,2,0.008146984607700622,vegf signaling pathway,16,3,0.00815465154461295,focal adhesion,16,4
0.008133538338675061,vegf signaling pathway,17,1,0.008125445367373545,focal adhesion,17,2,0.008127632536252196,focal adhesion,17,3,0.008141724779116016,vegf signaling pathway,17,4
0.008054055062804585,thyroid hormone signaling pathway,18,1,0.008055870238334246,thyroid hormone signaling pathway,18,2,0.008056864349482303,thyroid hormone signaling pathway,18,3,0.008051322260541758,thyroid hormone signaling pathway,18,4
0.0080289591961760845,prolactin signaling pathway,19,1,0.008041204298409762,prolactin signaling pathway,19,2,0.008042238255136535,prolactin signaling pathway,19,3,0.008037093611086033,prolactin signaling pathway,19,4
0.007974274311742333,foxo signaling pathway,20,1,0.007981005051318095,foxo signaling pathway,20,2,0.008001929803254957,foxo signaling pathway,20,3,0.007988692645590932,foxo signaling pathway,20,4
0.007822253823972612,hepatocellular carcinoma,21,1,0.007820986217487334,hepatocellular carcinoma,21,2,0.007817109452891928,relaxin signaling pathway,21,3,0.007820316522926366,hepatocellular carcinoma,21,4
0.007804144249732584,relaxin signaling pathway,22,1,0.007816107445698333,relaxin signaling pathway,22,2,0.007817109452891928,estrogen signaling pathway,22,3,0.007811928756155513,relaxin signaling pathway,22,4
0.007804144249732584,estrogen signaling pathway,23,1,0.007816107445698333,estrogen signaling pathway,23,2,0.007817109452891928,kaposi sarcoma-associated herpesvirus infection,23,3,0.007811928756155513,estrogen signaling pathway,23,4
0.007804144249732584,kaposi sarcoma-associated herpesvirus infection,24,1,0.007816107445698333,kaposi sarcoma-associated herpesvirus infection,24,2,0.007813535108635297,hepatocellular carcinoma,24,3,0.007811928756155513,kaposi sarcoma-associated herpesvirus infection,24,4
0.0076336652638483845,central carbon metabolism in cancer,25,1,0.0076451346958217635,central carbon metabolism in cancer,25,2,0.0076462022720621,central carbon metabolism in cancer,25,3,0.007641733187148336,central carbon metabolism in cancer,25,4
0.00760332916850484,neurotrophin signaling pathway,26,1,0.007609358597212983,neurotrophin signaling pathway,26,2,0.007609493924630873,neurotrophin signaling pathway,26,3,0.0076199252302099505,neurotrophin signaling pathway,26,4
0.007506867728142564,long-term depression,27,1,0.007516858266691911,long-term depression,27,2,0.007518147488865593,long-term depression,27,3,0.007524961753668818,long-term depression,27,4
0.007506867728142564,acute myeloid leukemia,28,1,0.007516858266691911,acute myeloid leukemia,28,2,0.007518147488865593,acute myeloid leukemia,28,3,0.007524961753668818,acute myeloid leukemia,28,4
0.007506867728142564,long-term potentiation,29,1,0.007516858266691911,long-term potentiation,29,2,0.007518147488865593,long-term potentiation,29,3,0.007524961753668818,long-term potentiation,29,4
0.007506867728142564,renal cell carcinoma,30,1,0.007516858266691911,renal cell carcinoma,30,2,0.007518147488865593,renal cell carcinoma,30,3,0.007524961753668818,renal cell carcinoma,30,4
0.007506867728142564,melanoma,31,1,0.007516858266691911,melanoma,31,2,0.007518147488865593,melanoma,31,3,0.007524961753668818,melanoma,31,4
0.007506867728142564,glioma,32,1,0.007516858266691911,glioma,32,2,0.007518147488865593,glioma,32,3,0.007524961753668818,glioma,32,4
0.007506867728142564,chronic myeloid leukemia,33,1,0.007516858266691911,chronic myeloid leukemia,33,2,0.007518147488865593,chronic myeloid leukemia,33,3,0.007524961753668818,chronic myeloid leukemia,33,4
0.007506867728142564,colorectal cancer,34,1,0.007516858266691911,colorectal cancer,34,2,0.007518147488865593,colorectal cancer,34,3,0.007524961753668818,colorectal cancer,34,4
0.007506867728142564,natural killer cell mediated cytotoxicity,35,1,0.007516858266691911,natural killer cell mediated cytotoxicity,35,2,0.007518147488865593,natural killer cell mediated cytotoxicity,35,3,0.007524961753668818,natural killer cell mediated cytotoxicity,35,4
0.007506867728142564,vascular smooth muscle contraction,36,1,0.007516858266691911,vascular smooth muscle contraction,36,2,0.007518147488865593,vascular smooth muscle contraction,36,3,0.007524961753668818,vascular smooth muscle contraction,36,4
0.007506867728142564,hepatitis c,37,1,0.007516858266691911,hepatitis c,37,2,0.007518147488865593,hepatitis c,37,3,0.007524961753668818,hepatitis c,37,4
0.007506867728142564,camp signaling pathway,38,1,0.007516858266691911,camp signaling pathway,38,2,0.007518147488865593,camp signaling pathway,38,3,0.007524961753668818,camp signaling pathway,38,4
0.007506867728142564,mapk signaling pathway,39,1,0.007516858266691911,mapk signaling pathway,39,2,0.007518147488865593,mapk signaling pathway,39,3,0.007524961753668818,mapk signaling pathway,39,4
0.007506867728142564,pathways in cancer,40,1,0.007516858266691911,pathways in cancer,40,2,0.007518147488865593,pathways in cancer,40,3,0.007524961753668818,pathways in cancer,40,4
0.006901095475585557,chemokine signaling pathway,41,1,0.006905522996970738,chemokine signaling pathway,41,2,0.006907391275611665,chemokine signaling pathway,41,3,0.006915384341290535,chemokine signaling pathway,41,4
0.00678754946493004,cellular senescence,42,1,0.0067917361441250605,cellular senescence,42,2,0.006787161870861556,cellular senescence,42,3,0.006780286401421805,cellular senescence,42,4
0.006730616489701357,pancreatic cancer,43,1,0.00673455024709417,pancreatic cancer,43,2,0.0067364840947818395,pancreatic cancer,43,3,0.006745188772283358,pancreatic cancer,43,4
0.006670676963514458,micrornas in cancer,44,1,0.006672671258394302,micrornas in cancer,44,2,0.006673642603775389,micrornas in cancer,44,3,0.006680899748526306,micrornas in cancer,44,4
0.0065442804807259725,choline metabolism in cancer,45,1,0.006551696413850731,choline metabolism in cancer,45,2,0.006553770613344703,choline metabolism in cancer,45,3,0.00654717154273349,choline metabolism in cancer,45,4
0.0065442804807259725,autophagy,46,1,0.006551696413850731,autophagy,46,2,0.006553770613344703,autophagy,46,3,0.00654717154273349,autophagy,46,4
0.0065442804807259725,phospholipase d signaling pathway,47,1,0.006551696413850731,phospholipase d signaling pathway,47,2,0.006553770613344703,phospholipase d signaling pathway,47,3,0.00654717154273349,phospholipase d signaling pathway,47,4
0.0065442804807259725,human papillomavirus infection,48,1,0.006551696413850731,human papillomavirus infection,48,2,0.006553770613344703,human papillomavirus infection,48,3,0.00654717154273349,human papillomavirus infection,48,4
0.006133117357299479,ras signaling pathway,49,1,0.006139879889092553,ras signaling pathway,49,2,0.00616019440418787,apelin signaling pathway,49,3,0.00613630489378368,ras signaling pathway,49,4
0.006131754683768606,apelin signaling pathway,50,1,0.006139874600372244,apelin signaling pathway,50,2,0.00616019440418787,oxytocin signaling pathway,50,3,0.006135974414245628,apelin signaling pathway,50,4
0.006131754683768606,oxytocin signaling pathway,51,1,0.006139874600372244,oxytocin signaling pathway,51,2,0.006140625011504243,ras signaling pathway,51,3,0.006135974414245628,oxytocin signaling pathway,51,4
0.006104461796412632,b cell receptor signaling pathway,52,1,0.006116717843569033,b cell receptor signaling pathway,52,2,0.006117428969362791,b cell receptor signaling pathway,52,3,0.006112911528226335,b cell receptor signaling pathway,52,4
0.005785892811287724,apoptosis,53,1,0.005795043478220691,apoptosis,53,2,0.005794564754942181,apoptosis,53,3,0.005790361157819793,apoptosis,53,4
0.00569925512513201,t cell receptor signaling pathway,54,1,0.00571072901593767,t cell receptor signaling pathway,54,2,0.005711416962322192,t cell receptor signaling pathway,54,3,0.005707208149514632,t cell receptor signaling pathway,54,4
0.005664348100168835,fc epsilon ri signaling pathway,55,1,0.005675727815746059,fc epsilon ri signaling pathway,55,2,0.005676412089798507,fc epsilon ri signaling pathway,55,3,0.005672243522323512,fc epsilon ri signaling pathway,55,4
0.005664348100168835,gap junction,56,1,0.005675727815746059,gap junction,56,2,0.005676412089798507,gap junction,56,3,0.005672243522323512,gap junction,56,4
0.005664348100168835,gnrh signaling pathway,57,1,0.005675727815746059,gnrh signaling pathway,57,2,0.005676412089798507,gnrh signaling pathway,57,3,0.005672243522323512,gnrh signaling pathway,57,4
0.005664348100168835,melanogenesis,58,1,0.005675727815746059,melanogenesis,58,2,0.005676412089798507,melanogenesis,58,3,0.005672243522323512,melanogenesis,58,4
0.005664348100168835,sphingolipid signaling pathway,59,1,0.005675727815746059,sphingolipid signaling pathway,59,2,0.005676412089798507,sphingolipid signaling pathway,59,3,0.005672243522323512,sphingolipid signaling pathway,59,4
0.005664348100168835,signaling pathways regulating pluripotency of stem cells,60,1,0.005675727815746059,signaling pathways regulating pluripotency of stem cells,60,2,0.005676412089798507,signaling pathways regulating pluripotency of stem cells,60,3,0.005672243522323512,signaling pathways regulating pluripotency of stem cells,60,4
0.005664348100168835,cgmp-pkg signaling pathway,61,1,0.005675727815746059,cgmp-pkg signaling pathway,61,2,0.005676412089798507,cgmp-pkg signaling pathway,61,3,0.005672243522323512,cgmp-pkg signaling pathway,61,4
0.005664348100168835,influenza a,62,1,0.005675727815746059,influenza a,62,2,0.005676412089798507,influenza a,62,3,0.005672243522323512,influenza a,62,4
0.005664348100168835,human immunodeficiency virus 1 infection,63,1,0.005675727815746059,human immunodeficiency virus 1 infection,63,2,0.005676412089798507,human immunodeficiency virus 1 infection,63,3,0.005672243522323512,human immunodeficiency virus 1 infection,63,4
0.004761299326021809,progesterone-mediated oocyte maturation,64,1,0.004765143367018464,progesterone-mediated oocyte maturation,64,2,0.004766693912518246,progesterone-mediated oocyte maturation,64,3,0.004775699107458535,progesterone-mediated oocyte maturation,64,4
0.004761299326021809,"parathyroid hormone synthesis, secretion and action",65,1,0.004765143367018464,"parathyroid hormone synthesis, secretion and action",65,2,0.004766693912518246,"parathyroid hormone synthesis, secretion and action",65,3,0.004775699107458535,"parathyroid hormone synthesis, secretion and action",65,4
0.004761299326021809,serotonergic synapse,66,1,0.004765143367018464,serotonergic synapse,66,2,0.004766693912518246,serotonergic synapse,66,3,0.004775699107458535,serotonergic synapse,66,4
0.004761299326021809,alcoholism,67,1,0.004765143367018464,alcoholism,67,2,0.004766693912518246,alcoholism,67,3,0.004775699107458535,alcoholism,67,4
0.004609603498333863,thyroid cancer,68,1,0.004614375638159657,thyroid cancer,68,2,0.004614719018835568,thyroid cancer,68,3,0.0046235020301905955,thyroid cancer,68,4
0.004609603498333863,cushing syndrome,69,1,0.004614375638159657,cushing syndrome,69,2,0.004614719018835568,cushing syndrome,69,3,0.0046235020301905955,cushing syndrome,69,4
0.0028436955722118263,axon guidance,70,1,0.002839435129902157,axon guidance,70,2,0.002839869044030095,axon guidance,70,3,0.0028392979128158886,axon guidance,70,4
0.0027670838703601334,prion diseases,71,1,0.0027732451872138036,prion diseases,71,2,0.0027729836197684806,prion diseases,71,3,0.00277078379884529,prion diseases,71,4
0.0024164122274136276,viral carcinogenesis,72,1,0.0024144726090358595,viral carcinogenesis,72,2,0.002405896902713323,viral carcinogenesis,72,3,0.002404627970159511,viral carcinogenesis,72,4
0.0023067852986186316,bacterial invasion of epithelial cells,73,1,0.002303801328479928,bacterial invasion of epithelial cells,73,2,0.0023041387126629667,bacterial invasion of epithelial cells,73,3,0.002310618758314573,bacterial invasion of epithelial cells,73,4
0.0022276232895468186,fluid shear stress and atherosclerosis,74,1,0.0022258215814215045,fluid shear stress and atherosclerosis,74,2,0.0022249575519696137,fluid shear stress and atherosclerosis,74,3,0.0022239473781597028,fluid shear stress and atherosclerosis,74,4
0.0021613116178031263,inflammatory mediator regulation of trp channels,75,1,0.0021619099174926305,inflammatory mediator regulation of trp channels,75,2,0.002162227406514553,inflammatory mediator regulation of trp channels,75,3,0.002161206386467007,inflammatory mediator regulation of trp channels,75,4
0.0021613116178031263,c-type lectin receptor signaling pathway,76,1,0.0021619099174926305,c-type lectin receptor signaling pathway,76,2,0.002162227406514553,c-type lectin receptor signaling pathway,76,3,0.002161206386467007,c-type lectin receptor signaling pathway,76,4
0.0021613116178031263,platelet activation,77,1,0.0021619099174926305,platelet activation,77,2,0.002162227406514553,platelet activation,77,3,0.002161206386467007,platelet activation,77,4
0.002097171064841492,tight junction,78,1,0.002093301197944885,tight junction,78,2,0.002113352392696921,tight junction,78,3,0.002092778528621935,tight junction,78,4
0.002026436308651265,hif-1 signaling pathway,79,1,0.002017188251290496,hif-1 signaling pathway,79,2,0.002017778771362779,hif-1 signaling pathway,79,3,0.002032401216426854,hif-1 signaling pathway,79,4
0.0017308950133164828,longevity regulating pathway,80,1,0.0017204659645411859,longevity regulating pathway,80,2,0.0017425101959710773,longevity regulating pathway,80,3,0.0017187964819646206,longevity regulating pathway,80,4
0.0017308950133164828,ampk signaling pathway,81,1,0.0017204659645411859,ampk signaling pathway,81,2,0.0017425101959710773,ampk signaling pathway,81,3,0.0017187964819646206,ampk signaling pathway,81,4
0.0017101235675092558,adherens junction,82,1,0.0017060542675077488,adherens junction,82,2,0.0017064812780864381,adherens junction,82,3,0.001705967650417936,adherens junction,82,4
0.0014977803854428933,leukocyte transendothelial migration,83,1,0.0014914027448415224,leukocyte transendothelial migration,83,2,0.0014915763045837216,leukocyte transendothelial migration,83,3,0.001498677745496694,leukocyte transendothelial migration,83,4
0.001368854432396285,thermogenesis,84,1,0.001361645670271215,thermogenesis,84,2,0.0013826708813566926,thermogenesis,84,3,0.0013601800649670989,thermogenesis,84,4
9.014478487965144e-4,herpes simplex virus 1 infection,85,1,8.97498885645029e-4,herpes simplex virus 1 infection,85,2,8.988885669673295e-4,herpes simplex virus 1 infection,85,3,8.964491730449838e-4,herpes simplex virus 1 infection,85,4
4.889220518391478e-4,circadian rhythm,86,1,4.856770721665427e-4,circadian rhythm,86,2,5.053123578104965e-4,circadian rhythm,86,3,4.852520445571222e-4,circadian rhythm,86,4
4.889220518391478e-4,adipocytokine signaling pathway,87,1,4.856770721665427e-4,adipocytokine signaling pathway,87,2,5.053123578104965e-4,adipocytokine signaling pathway,87,3,4.852520445571222e-4,adipocytokine signaling pathway,87,4
4.889220518391478e-4,hypertrophic cardiomyopathy (hcm),88,1,4.856770721665427e-4,hypertrophic cardiomyopathy (hcm),88,2,5.053123578104965e-4,hypertrophic cardiomyopathy (hcm),88,3,4.852520445571222e-4,hypertrophic cardiomyopathy (hcm),88,4
4.889220518391478e-4,glucagon signaling pathway,89,1,4.856770721665427e-4,glucagon signaling pathway,89,2,5.053123578104965e-4,glucagon signaling pathway,89,3,4.852520445571222e-4,glucagon signaling pathway,89,4
4.889220518391478e-4,insulin resistance,90,1,4.856770721665427e-4,insulin resistance,90,2,5.053123578104965e-4,insulin resistance,90,3,4.852520445571222e-4,insulin resistance,90,4
4.889220518391478e-4,non-alcoholic fatty liver disease (nafld),91,1,4.856770721665427e-4,non-alcoholic fatty liver disease (nafld),91,2,5.053123578104965e-4,non-alcoholic fatty liver disease (nafld),91,3,4.852520445571222e-4,non-alcoholic fatty liver disease (nafld),91,4
4.584314816820645e-4,cell cycle,92,1,4.481506820356469e-4,cell cycle,92,2,4.376393032242204e-4,cell cycle,92,3,4.371323334742434e-4,cell cycle,92,4
2.5186395604262485e-4,notch signaling pathway,93,1,0.00025068239226449564,notch signaling pathway,93,2,2.485959874607888e-4,notch signaling pathway,93,3,2.5196084311730706e-4,notch signaling pathway,93,4
2.4851850637641333e-4,viral myocarditis,94,1,2.452900482331581e-4,viral myocarditis,94,2,2.453192228340744e-4,viral myocarditis,94,3,2.4526897047993137e-4,viral myocarditis,94,4
2.2292947072962734e-4,epstein-barr virus infection,95,1,2.2034632580920143e-4,epstein-barr virus infection,95,2,2.1152862356395055e-4,epstein-barr virus infection,95,3,2.1495628310711106e-4,epstein-barr virus infection,95,4
9.218170881684227e-5,rna transport,96,1,8.544195146923082e-5,protein processing in endoplasmic reticulum,96,2,8.426018887619375e-5,protein processing in endoplasmic reticulum,96,3,8.426214432770234e-5,protein processing in endoplasmic reticulum,96,4
8.782713998306932e-5,protein processing in endoplasmic reticulum,97,1,5.13473625512958e-5,glycolysis / gluconeogenesis,97,2,6.917187123732488e-5,glycolysis / gluconeogenesis,97,3,7.44023120134013e-5,glycolysis / gluconeogenesis,97,4
6.847879278975995e-5,glycolysis / gluconeogenesis,98,1,5.047740475238439e-5,rna transport,98,2,4.4106129225396166e-5,proteasome,98,3,5.227451587521347e-5,rna transport,98,4
6.539281996233483e-5,spliceosome,99,1,4.645060369084832e-5,proteasome,99,2,4.271332555927335e-5,pentose phosphate pathway,99,3,4.407258172997312e-5,proteasome,99,4
5.0721745794621966e-5,mrna surveillance pathway,100,1,3.3555557294822885e-5,spliceosome,100,2,4.271332555927335e-5,galactose metabolism,100,3,3.4901333142370485e-5,spliceosome,100,4
4.7649420913072054e-5,proteasome,101,1,2.974319084452492e-5,human t-cell leukemia virus 1 infection,101,2,4.271332555927335e-5,starch and sucrose metabolism,101,3,3.301191304637743e-5,pentose phosphate pathway,101,4
3.317638360052863e-5,rna degradation,102,1,2.9227387599609194e-5,mrna surveillance pathway,102,2,4.271332555927335e-5,amino sugar and nucleotide sugar metabolism,102,3,3.301191304637743e-5,galactose metabolism,102,4
3.2875116057420706e-5,pentose phosphate pathway,103,1,2.8538524284420443e-5,dna replication,103,2,4.271332555927335e-5,purine metabolism,103,3,3.301191304637743e-5,starch and sucrose metabolism,103,4
3.2875116057420706e-5,galactose metabolism,104,1,2.6489145522031227e-5,rna degradation,104,2,4.00702281983164e-5,rna transport,104,3,3.301191304637743e-5,amino sugar and nucleotide sugar metabolism,104,4
3.2875116057420706e-5,starch and sucrose metabolism,105,1,2.509627887686224e-5,pentose phosphate pathway,105,2,3.099668322322975e-5,spliceosome,105,3,3.301191304637743e-5,purine metabolism,105,4
3.2875116057420706e-5,amino sugar and nucleotide sugar metabolism,106,1,2.509627887686224e-5,galactose metabolism,106,2,2.8909459137603297e-5,mrna surveillance pathway,106,3,3.299906932988992e-5,mrna surveillance pathway,106,4
3.2875116057420706e-5,purine metabolism,107,1,2.509627887686224e-5,starch and sucrose metabolism,107,2,2.8444036739042226e-5,human t-cell leukemia virus 1 infection,107,3,2.842342943336763e-5,human t-cell leukemia virus 1 infection,107,4
3.223368261515048e-5,human t-cell leukemia virus 1 infection,108,1,2.509627887686224e-5,amino sugar and nucleotide sugar metabolism,108,2,2.841360913744111e-5,dna replication,108,3,2.8393051131135056e-5,dna replication,108,4
3.219145160081398e-5,dna replication,109,1,2.509627887686224e-5,purine metabolism,109,2,2.413317431938368e-5,rna degradation,109,3,2.7757181753241254e-5,rna degradation,109,4
2.859259135478578e-5,nod-like receptor signaling pathway,110,1,2.4404591128009134e-5,nod-like receptor signaling pathway,110,2,2.324398247993941e-5,salmonella infection,110,3,2.6824016433701174e-5,salmonella infection,110,4
2.679282562960788e-5,salmonella infection,111,1,2.3260691444794186e-5,salmonella infection,111,2,2.3243843342291598e-5,nod-like receptor signaling pathway,111,3,2.3233763104190666e-5,nod-like receptor signaling pathway,111,4
2.6782752209446815e-5,basal transcription factors,112,1,2.3259938019502267e-5,basal transcription factors,112,2,2.3237220209522395e-5,basal transcription factors,112,3,2.3230235275059285e-5,basal transcription factors,112,4
